Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11
1994-95,340.5,124.3,4.2,61.6,0.6,39.8,571.0,,,
1995-96,430.5,128.0,4.2,63.4,0.6,47.1,673.8,,,
1996-97,319.6,130.1,3.6,26.8,0.6,34.3,515.0,,,
1997-98,381.7,151.3,4.0,35.7,0.7,45.8,619.2,,,
1998-99,314.0,158.4,3.4,23.5,0.3,29.3,528.9,,,
1999-00,332.0,148.5,2.5,18.6,0.3,17.0,518.9,,,
2000-01,324.4,142.9,2.5,19.2,0.6,20.8,510.4,,,
2001-02,333.6,116.5,2.7,17.5,0.5,21.2,492.0,,,
2002-03,340.8,163.6,2.9,21.3,0.4,21.1,550.1,,,
2003-04,340.9,159.8,5.2,23.8,0.3,20.8,550.8,,,
2004-05,343.1,161.5,5.2,21.8,0.6,17.5,549.7,,,
2005-06,310.0,206.4,5.5,34.8,1.1,15.8,573.6,,,
2006-07,408.9,193.9,5.9,37.2,1.3,17.2,664.4,,,
2007-08,410.5,136.2,5.4,28.2,3.8,17.6,601.7,,,
2008-09,408.9,190.1,5.5,29.7,3.4,15.8,653.5,,,
"(Production in ""000"" Tonnes)",,,,,,,,,,
1981-82,318.2,283.9,2.0,28.6,0.1,5.0,637.8,,,
1982-83,414.2,363.4,2.6,35.0,0.4,21.6,837.2,,,
1983-84,453.5,335.5,2.8,38.2,0.3,8.7,839.0,,,
1984-85,437.1,319.8,3.2,30.4,0.3,10.7,801.5,,,
1985-86,412.7,255.2,3.7,29.0,0.1,10.8,711.5,,,
1986-87,510.7,284.7,4.0,27.6,0.2,13.4,840.6,,,
1987-88,391.7,243.6,4.1,24.6,0.2,11.8,676.0,,,
1988-89,537.9,279.2,4.0,38.3,0.6,17.8,877.8,,,
1989-90,564.3,283.3,4.2,45.0,0.3,22.8,919.9,,,
1990-91,628.3,287.1,4.2,30.0,0.4,30.0,980.0,,,
1991-92,663.1,290.4,4.2,32.5,0.3,32.7,1023.2,,,
1992-93,813.5,327.5,4.3,37.7,0.3,51.5,1234.8,,,
1993-94,744.1,333.2,2.9,30.9,0.3,46.2,1157.6,,,
1994-95,790.1,237.6,4.5,52.8,0.4,55.7,1141.1,,,
1995-96,930.1,348.1,4.5,53.7,0.4,64.6,1401.4,,,
1996-97,771.2,355.8,3.9,24.4,0.4,46.2,1201.9,,,
1997-98,871.6,413.9,4.3,32.2,0.5,61.2,1383.7,,,
1998-99,748.7,433.9,3.7,23.1,0.3,39.9,1249.6,,,
1999-00,529.5,422.4,2.8,18.4,0.3,18.7,992.1,,,
2000-01,614.2,412.1,2.5,17.3,0.4,24.3,1070.8,,,
2001-02,640.6,335.2,2.9,16.0,0.3,25.0,1020.0,,,
2002-03,654.7,467.4,3.1,18.8,0.2,24.8,1169.0,,,
2003-04,663.4,412.6,5.2,20.7,0.2,24.5,1126.6,,,
2004-05,637.6,421.6,5.3,19.0,0.5,20.4,1104.4,,,
2005-06,649.9,529.1,6.2,29.0,0.8,19.1,1234.1,,,
2006-07,872.1,478.2,6.5,30.8,0.9,21.2,1409.7,,,
2007-08,868.6,331.4,5.0,21.2,2.2,22.2,1250.6,,,
2008-09,868.2,643.7,6.2,25.1,2.1,20.0,1565.2,,,
Province/ Year,Punjab,Sindh,KPK,Balochistan,Pakistan,,,,,
1981-82,5167.2,1026.4,733.7,216.1,7143.4,,,,,
1982-83,5285.0,1008.7,824.5,279.7,7397.9,,,,,
1983-84,5248.2,1010.7,793.6,290.7,7343.2,,,,,
1984-85,5165.7,1029.8,785.6,277.4,7258.5,,,,,
1985-86,5343.0,1030.8,781.9,247.6,7403.3,,,,,
1986-87,5573.7,1036.0,802.8,293.7,7706.2,,,,,
1987-88,5343.8,1024.8,756.5,183.3,7308.4,,,,,
1988-89,5589.4,1045.2,811.2,283.8,7729.6,,,,,
1989-90,5667.5,1044.8,835.6,296.7,7844.6,,,,,
1990-91,5711.7,1053.5,840.1,306.1,7911.4,,,,,
1991-92,5669.2,1058.4,842.2,307.9,7877.7,,,,,
1992-93,5960.5,1103.7,849.6,385.9,8299.7,,,,,
1993-94,5770.7,1105.6,829.6,328.3,8034.2,,,,,
1994-95,5902.3,1063.0,864.0,340.5,8169.8,,,,,
1995-96,5973.5,1106.4,866.1,430.5,8376.5,,,,,
1996-97,5839.9,1106.8,842.8,319.6,8109.1,,,,,
1997-98,5934.6,1120.2,918.1,381.7,8354.6,,,,,
1998-99,5934.6,1123.7,857.6,314.0,8229.9,,,,,
1999-00,6180.3,1144.2,806.5,332.0,8463.0,,,,,
2000-01,6255.5,810.7,790.3,324.4,8180.9,,,,,
2001-02,6101.8,875.2,746.9,333.6,8057.5,,,,,
2002-03,6097.3,863.7,732.1,340.8,8033.9,,,,,
2003-04,6255.5,878.2,741.6,340.9,8216.2,,,,,
2004-05,6378.9,887.4,748.6,343.1,8358.0,,,,,
2005-06,6483.4,933.2,721.3,310.0,8447.9,,,,,
2006-07,6432.8,982.2,754.3,408.9,8578.2,,,,,
2007-08,6402.0,989.9,747.4,410.5,8549.8,,,,,
2008-09,6836.2,1031.4,769.5,408.9,9046.0,,,,,
"(Production in ""000"" Tonnes)",,,,,,,,,,
1981-82,7962.1,2061.7,899.5,318.2,11241.5,,,,,
1982-83,8935.1,2166.7,998.4,414.2,12514.4,,,,,
1983-84,7622.8,1945.8,859.8,453.5,10881.9,,,,,
1984-85,8315.1,2078.7,872.1,437.1,11703.0,,,,,
1985-86,10431.6,2172.2,906.5,412.7,13923.0,,,,,
1986-87,8334.3,2211.5,959.4,510.7,12015.9,,,,,
1987-88,9203.8,2180.4,899.2,391.7,12675.1,,,,,
1988-89,10517.0,2360.6,1003.7,537.9,14419.2,,,,,
1989-90,10518.2,2130.9,1102.1,564.3,14315.5,,,,,
1990-91,10513.8,2274.5,1148.4,628.3,14565.0,,,,,
1991-92,11492.3,2365.4,1163.4,663.1,15684.2,,,,,
1992-93,11742.0,2418.0,1183.0,813.5,16156.5,,,,,
1993-94,11218.0,2116.6,1134.3,744.1,15213.0,,,,,
1994-95,12713.0,2319.1,1180.2,790.1,17002.4,,,,,
1995-96,12430.0,2344.8,1202.5,930.1,16907.4,,,,,
1996-97,12371.0,2443.9,1064.4,771.2,16650.5,,,,,
1997-98,13807.0,2659.4,1356.0,871.6,18694.0,,,,,
1998-99,13212.0,2675.1,1221.8,748.7,17857.6,,,,,
1999-00,16480.0,3001.3,1067.8,529.5,21078.6,,,,,
2000-01,15419.0,2226.5,764.0,614.2,19023.7,,,,,
2001-02,14594.4,2101.0,890.5,640.6,18226.5,,,,,
2002-03,15355.0,2109.2,1064.4,654.7,19183.3,,,,,
2003-04,15639.0,2172.2,1025.2,663.4,19499.8,,,,,
2004-05,17375.0,2508.6,1091.1,637.6,21612.3,,,,,
2005-06,16776.0,2750.3,1100.6,649.9,21276.8,,,,,
2006-07,17853.0,3409.2,1160.4,872.1,23294.7,,,,,
2007-08,15607.0,3411.4,1071.8,868.6,20958.8,,,,,
2008-09,18420.0,3540.2,1204.5,868.2,24033.0,,,,,
District/ Year,Attock,Rawalpindi,Islamabad,Jhelum,C hakwal,Sargodha,Khushab,Mianwali,Bhakkar,
1981-82,265.1,115.8,20.2,138.4,0.0,203.5,80.6,129.9,118.2,
1982-83,262.7,123.8,16.6,138.0,0.0,210.4,92.7,127.1,118.2,
1983-84,248.9,117.4,15.8,131.1,0.0,209.6,100.0,116.2,118.1,
1984-85,161.0,117.4,15.0,55.5,158.2,203.1,96.3,118.6,108.1,
1985-86,172.4,118.2,15.8,57.0,164.7,207.2,89.0,113.3,112.5,
1986-87,167.9,123.5,18.6,56.2,158.7,215.3,89.5,124.6,121.4,
1987-88,140.0,115.7,16.6,44.5,99.6,216.1,66.3,119.0,123.1,
1988-89,168.7,117.0,16.2,54.7,138.3,208.8,81.8,131.5,131.9,
1989-90,162.3,118.5,16.6,55.9,135.1,212.4,80.2,128.6,130.4,
1990-91,157.0,119.4,16.2,58.6,141.7,208.4,80.5,136.4,127.5,
1991-92,161.5,117.8,15.0,55.5,138.0,203.6,79.7,140.0,133.1,
1992-93,165.9,121.8,15.8,68.4,141.6,205.6,78.9,147.3,133.9,
1993-94,146.5,118.6,16.2,57.9,125.0,198.3,78.9,151.0,133.5,
1994-95,154.6,119.8,16.2,64.4,127.5,194.7,75.3,143.3,140.0,
1995-96,151.4,123.0,16.2,63.1,134.0,197.1,76.5,142.4,140.4,
1996-97,155.8,121.8,15.8,63.1,135.2,195.9,76.1,140.4,134.0,
1997-98,156.2,122.2,15.0,65.1,137.2,178.5,83.0,154.6,142.4,
1998-99,161.1,124.2,14.6,64.8,139.2,174.4,76.5,151.4,132.7,
1999-00,168.8,125.5,14.6,51.4,138.8,188.6,78.9,146.9,137.2,
2000-01,141.6,114.1,12.6,47.4,134.4,191.0,71.6,144.9,140.4,
2001-02,126.3,108.5,12.5,41.7,118.6,185.8,65.6,136.0,132.7,
2002-03,127.9,109.3,12.6,44.1,115.3,190.2,71.2,142.5,131.1,
2003-04,139.6,111.3,13.0,46.5,126.7,198.3,72.4,145.7,134.4,
2004-05,147.3,117.4,13.8,49.0,129.9,208.4,86.6,148.5,144.5,
2005-06,149.7,112.5,13.0,53.4,128.7,209.2,85.4,165.1,156.2,
2006-07,158.2,115.3,13.0,51.8,136.4,206.8,86.2,173.2,155.0,
2007-08,157.0,108.9,13.0,52.6,121.8,206.4,85.4,165.9,158.6,
2008-09,161.1,115.0,13.0,48.6,129.1,223.4,83.3,175.7,168.7,
District/ Year,Faisalabad,Toba T e k Singh,Jhang,Gujrat,M.B. Din,Sialkot,Narowal,Gujranwala,Hafizabad,
1981-82,255.8,125.5,277.2,228.6,0.0,281.3,0.0,268.3,0.0,
1982-83,257.4,128.7,283.3,228.7,0.0,287.3,0.0,267.1,0.0,
1983-84,253.7,126.3,291.4,220.6,0.0,256.6,0.0,262.6,0.0,
1984-85,249.3,130.3,286.5,218.9,0.0,267.1,0.0,261.8,0.0,
1985-86,260.6,133.5,303.6,231.5,0.0,268.3,0.0,270.3,0.0,
1986-87,265.8,137.2,314.5,229.8,0.0,271.5,0.0,280.1,0.0,
1987-88,256.5,137.2,312.5,223.8,0.0,254.1,0.0,280.9,0.0,
1988-89,257.4,140.8,320.5,223.4,0.0,255.4,0.0,286.8,0.0,
1989-90,260.2,140.0,318.1,229.0,0.0,274.0,0.0,292.6,0.0,
1990-91,258.6,140.4,320.1,228.2,0.0,271.5,0.0,297.1,0.0,
1991-92,260.2,141.2,322.2,227.0,0.0,172.8,107.6,304.3,0.0,
1992-93,254.1,138.4,331.0,240.8,0.0,175.6,114.9,316.1,0.0,
1993-94,257.4,141.2,325.8,109.7,105.6,178.1,112.1,193.8,114.5,
1994-95,260.2,142.9,329.8,115.3,110.5,182.9,116.1,199.1,116.5,
1995-96,260.6,143.7,332.6,114.9,112.1,180.9,115.3,202.3,117.8,
1996-97,255.0,139.6,331.0,116.5,108.9,179.3,114.1,197.1,116.9,
1997-98,246.5,140.4,330.6,111.3,106.9,178.0,116.2,195.0,116.5,
1998-99,238.4,136.8,327.8,120.6,107.2,179.3,123.4,202.3,119.8,
1999-00,253.7,143.3,349.2,133.5,114.5,191.0,127.9,214.1,126.2,
2000-01,262.2,144.9,361.0,130.7,115.3,193.4,130.7,215.3,129.9,
2001-02,250.1,142.1,352.9,128.7,114.9,183.7,127.9,217.7,132.7,
2002-03,254.1,146.5,354.1,131.1,116.1,185.8,123.8,216.9,133.5,
2003-04,265.1,151.3,367.0,134.8,121.0,194.2,131.1,223.4,138.0,
2004-05,276.8,154.6,378.8,139.2,122.2,195.4,137.2,225.8,134.4,
2005-06,273.6,158.6,385.7,141.6,123.4,193.4,138.0,227.4,139.2,
2006-07,263.5,157.8,376.3,143.6,124.2,199.5,137.6,221.7,140.4,
2007-08,265.9,157.0,371.9,144.1,122.6,203.2,156.6,228.6,148.1,
2008-09,289.3,163.1,401.0,158.2,131.9,211.3,159.1,236.3,161.5,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,786.7,0.0,457.2,307.3,0.0,309.7,0.0,351.4,0.0,
1982-83,486.4,317.3,508.0,321.2,0.0,383.0,0.0,443.7,,
1983-84,435.6,266.2,487.0,282.6,0.0,278.8,0.0,406.7,0.0,
1984-85,493.2,280.9,517.8,235.5,0.0,307.9,0.0,463.5,0.0,
1985-86,589.6,340.0,667.4,356.7,0.0,370.0,0.0,534.4,0.0,
1986-87,416.2,249.0,515.1,229.0,0.0,162.6,0.0,295.7,0.0,
1987-88,440.9,298.5,610.1,297.8,0.0,362.9,0.0,573.0,0.0,
1988-89,565.5,339.8,673.4,355.9,0.0,383.7,0.0,601.5,0.0,
1989-90,506.4,311.0,615.5,362.3,0.0,484.5,0.0,632.3,0.0,
1990-91,479.3,303.2,625.7,359.3,0.0,428.9,0.0,618.9,0.0,
1991-92,548.4,348.6,692.0,392.4,0.0,305.2,190.1,635.0,0.0,
1992-93,492.5,286.6,684.5,402.5,0.0,344.2,225.2,660.7,0.0,
1993-94,564.1,340.6,703.6,171.9,235.3,351.3,173.4,421.8,251.4,
1994-95,618.7,367.1,739.3,213.7,239.4,370.7,204.0,456.1,268.9,
1995-96,559.8,318.3,860.1,196.3,225.6,373.5,211.9,446.9,261.2,
1996-97,623.7,327.6,714.8,189.3,220.9,365.1,213.6,453.9,270.6,
1997-98,574.1,375.2,755.4,210.7,254.1,386.3,236.8,458.2,247.6,
1998-99,547.47,353.11,736.60,213.20,240.01,409.41,218.78,480.51,255.80,
1999-00,770.64,469.98,881.79,261.00,340.64,506.31,231.34,631.60,356.64,
2000-01,766.9,412.9,919.7,145.4,293.1,444.8,201.5,612.2,345.8,
2001-02,651.8,401.7,867.6,179.4,311.0,429.9,210.7,590.8,340.8,
2002-03,716.3,423.2,916.2,223.9,322.6,440.0,244.6,604.1,367.1,
2003-04,789.2,428.8,976.8,242.9,301.7,464.8,299.5,647.4,357.9,
2004-05,901.7,463.5,1088.3,276.3,327.6,504.9,339.9,711.6,373.2,
2005-06,793.5,460.7,1106.6,270.7,344.3,530.3,308.1,678.3,386.9,
2006-07,817.1,464.2,1162.4,285.1,327.4,507.9,318.4,667.0,392.3,
2007-08,697.4,456.0,963.8,233.6,314.3,509.4,319.1,691.9,425.2,
2008-09,846.0,490.4,1122.9,294.0,357.0,543.6,311.5,755.0,464.8,
District/ Year,Sheikhu pura,Nankana Sahib,Lahore,Kasur,Okara,Sahiwal,Pakpattan,Multan,Lodhran,
1981-82,240.0,0.0,58.3,164.7,186.5,265.9,0.0,448.4,,
1982-83,244.0,0.0,55.4,169.6,196.7,270.3,0.0,461.8,,
1983-84,236.8,0.0,53.4,167.5,194.3,265.5,0.0,469.4,0.0,
1984-85,233.1,0.0,50.6,162.7,187.7,259.8,0.0,280.4,0.0,
1985-86,246.5,0.0,57.1,169.5,189.8,274.0,0.0,293.8,0.0,
1986-87,253.7,0.0,59.0,174.4,206.4,286.5,0.0,309.6,0.0,
1987-88,244.0,0.0,52.2,167.1,198.3,278.8,0.0,293.8,0.0,
1988-89,239.5,0.0,52.6,172.5,203.5,284.9,0.0,311.2,0.0,
1989-90,255.7,0.0,57.5,173.6,205.6,286.9,0.0,310.8,0.0,
1990-91,254.1,0.0,53.0,170.0,208.8,292.2,0.0,324.5,0.0,
1991-92,252.9,0.0,49.4,168.4,202.7,210.4,78.1,170.4,138.0,
1992-93,254.5,0.0,51.0,171.6,206.8,223.4,95.9,191.8,160.3,
1993-94,253.7,0.0,50.6,164.7,209.2,216.9,84.2,174.0,150.9,
1994-95,262.2,0.0,53.4,167.1,214.5,152.2,154.6,180.9,159.0,
1995-96,264.7,0.0,53.0,171.6,215.7,154.2,154.6,178.5,164.7,
1996-97,266.3,0.0,50.6,157.0,208.0,148.9,148.5,177.7,149.7,
1997-98,263.0,0.0,51.0,159.4,206.4,148.9,154.6,184.6,163.9,
1998-99,274.4,0.0,51.0,161.5,202.3,147.7,148.1,177.6,171.2,
1999-00,291.4,0.0,56.2,169.1,213.3,145.3,152.2,182.1,179.7,
2000-01,299.5,0.0,61.5,173.6,229.9,147.3,158.2,195.9,184.9,
2001-02,295.8,0.0,58.7,166.3,222.6,150.9,157.0,193.0,182.9,
2002-03,296.6,0.0,55.4,163.9,217.7,151.4,157.4,191.4,183.3,
2003-04,299.5,0.0,54.2,167.5,219.7,152.6,154.6,194.2,179.7,
2004-05,307.6,0.0,55.4,174.0,220.1,156.2,154.2,195.5,176.0,
2005-06,177.2,142.0,55.9,179.3,218.5,153.4,151.0,202.8,178.5,
2006-07,170.0,138.0,58.3,168.7,216.1,153.4,148.1,191.8,169.2,
2007-08,173.6,159.0,57.9,180.1,193.4,139.6,132.7,186.6,157.8,
2008-09,185.7,166.3,62.3,194.2,218.9,149.3,150.9,199.9,186.6,
District/ Year,Khanewal,Vehari,M. Garh,Layyah,D.G. Khan,Rajanpur,Bahawal pur,Rahimyar Khan,Bahawal nagar,
1981-82,0.0,189.4,198.7,138.4,92.3,80.9,169.2,230.6,195.5,
1982-83,0.0,194.2,208.8,138.4,94.7,80.2,178.5,241.6,208.8,
1983-84,0.0,197.5,212.1,153.8,96.3,86.6,185.8,248.5,212.4,
1984-85,178.1,188.2,215.7,150.2,98.3,80.9,180.9,242.8,209.2,
1985-86,182.1,199.5,221.8,159.8,101.2,82.5,189.0,245.6,212.9,
1986-87,187.4,211.7,232.7,165.5,110.9,97.1,203.2,266.7,234.3,
1987-88,186.1,204.4,229.1,169.2,112.9,99.5,199.9,268.3,234.3,
1988-89,189.0,216.1,246.9,173.2,117.3,107.3,215.3,277.2,249.7,
1989-90,192.6,219.4,252.1,180.5,121.8,111.3,216.5,282.5,246.8,
1990-91,195.9,226.6,259.0,181.7,120.2,110.1,221.8,280.5,251.7,
1991-92,193.0,219.3,253.7,180.9,129.1,103.2,213.7,275.6,250.9,
1992-93,213.3,244.4,277.2,189.0,129.5,104.4,255.8,290.2,251.3,
1993-94,198.7,230.7,267.5,182.1,133.6,108.4,234.3,288.1,259.0,
1994-95,202.3,235.1,272.4,181.7,142.5,114.1,228.6,296.2,276.4,
1995-96,205.6,236.7,272.7,178.5,147.7,119.0,243.6,305.5,282.9,
1996-97,204.8,227.0,268.7,174.5,149.3,115.3,234.3,290.5,272.3,
1997-98,208.8,240.0,275.2,176.4,152.6,128.7,252.5,299.5,273.6,
1998-99,209.6,233.1,278.8,176.8,155.8,127.4,248.9,303.5,272.4,
1999-00,214.5,248.9,286.1,178.8,151.3,137.6,265.1,321.7,282.9,
2000-01,214.9,261.8,287.7,176.4,155.4,145.3,271.9,325.4,284.5,
2001-02,210.0,261.8,284.5,179.7,153.0,141.2,269.9,312.8,283.3,
2002-03,215.3,257.8,278.0,178.1,155.8,135.6,268.7,303.1,281.7,
2003-04,216.1,255.0,287.3,181.7,165.5,141.2,267.9,310.8,294.2,
2004-05,218.9,250.9,295.8,180.1,159.8,144.1,271.5,312.8,296.2,
2005-06,218.1,252.5,305.1,181.3,160.7,134.0,289.8,322.5,306.7,
2006-07,223.8,247.3,310.8,187.7,157.5,141.3,279.2,303.5,307.6,
2007-08,211.6,234.7,290.2,195.9,173.6,143.3,276.8,301.9,325.8,
2008-09,229.5,261.0,315.7,198.7,167.1,158.6,295.4,320.5,346.0,
District/ Year,Khairpur,Ghotki,Sukkur,N. Feroze,Nawabshah,Jacobabad,Kashmore,Shikarpur,,
1981-82,95.0,0.0,110.3,0.0,194.3,70.2,0.0,18.6,,
1982-83,91.1,0.0,104.8,0.0,186.7,47.0,0.0,17.8,,
1983-84,91.0,0.0,104.9,0.0,188.7,47.0,0.0,17.8,,
1984-85,104.3,0.0,119.2,0.0,190.1,45.5,0.0,25.2,,
1985-86,104.2,0.0,118.9,0.0,191.1,45.3,0.0,25.2,,
1986-87,102.6,0.0,120.3,0.0,193.0,43.6,0.0,25.2,,
1987-88,103.3,0.0,120.5,0.0,192.0,42.9,0.0,25.5,,
1988-89,105.2,0.0,123.9,0.0,200.4,43.6,0.0,26.2,,
1989-90,103.4,0.0,126.1,0.0,199.4,43.9,0.0,25.2,,
1990-91,104.1,0.0,126.8,0.0,201.4,44.2,0.0,26.5,,
1991-92,104.2,0.0,127.4,0.0,201.9,44.4,0.0,26.6,,
1992-93,113.2,0.0,133.3,125.3,88.6,49.4,0.0,27.3,,
1993-94,113.8,0.0,132.8,125.0,88.9,49.1,0.0,28.2,,
1994-95,112.4,0.0,130.4,123.9,89.9,50.3,0.0,27.7,,
1995-96,114.8,0.0,134.3,127.6,93.4,53.6,0.0,29.8,,
1996-97,113.9,90.7,43.2,126.4,94.0,52.9,0.0,30.4,,
1997-98,115.8,92.3,44.8,127.5,94.6,49.7,0.0,31.4,,
1998-99,115.2,94.1,45.3,127.7,94.2,52.8,0.0,31.8,,
1999-00,116.4,97.6,49.5,128.7,96.9,53.6,0.0,32.7,,
2000-01,87.5,62.1,34.8,100.8,78.4,36.9,0.0,24.2,,
2001-02,105.4,82.4,40.2,88.4,79.1,46.7,0.0,25.1,,
2002-03,91.4,76.2,39.1,93.2,78.9,44.2,0.0,23.5,,
2003-04,89.0,75.0,39.1,96.0,75.2,45.2,0.0,25.8,,
2004-05,89.4,74.3,35.3,95.8,71.5,41.3,0.0,27.3,,
2005-06,96.4,78.3,40.7,97.9,72.6,45.2,0.0,30.5,,
2006-07,103.1,84.6,44.6,104.5,80.6,13.5,33.4,30.2,,
2007-08,103.2,90.1,44.8,98.7,71.8,13.7,32.4,32.1,,
2008-09,102.8,97.5,43.6,100.2,77.5,14.1,34.0,31.3,,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,161.3,0.0,187.8,0.0,484.5,83.1,0.0,21.6,,
1982-83,194.7,0.0,303.7,0.0,468.2,60.0,0.0,22.2,,
1983-84,163.1,0.0,194.9,0.0,438.9,54.6,0.0,23.0,,
1984-85,223.7,0.0,225.4,0.0,470.2,50.1,0.0,32.1,,
1985-86,236.0,0.0,237.5,0.0,484.6,52.9,0.0,34.3,,
1986-87,222.4,0.0,227.1,0.0,502.7,56.5,0.0,25.6,,
1987-88,191.8,0.0,205.6,0.0,506.4,55.4,0.0,21.5,,
1988-89,208.4,0.0,226.2,0.0,562.8,59.2,0.0,23.4,,
1989-90,210.8,0.0,241.3,0.0,518.6,60.5,0.0,21.1,,
1990-91,223.3,0.0,261.2,0.0,542.7,61.7,0.0,25.1,,
1991-92,233.6,0.0,282.1,0.0,558.8,63.9,0.0,26.5,,
1992-93,262.9,0.0,305.6,339.4,250.4,77.1,0.0,36.4,,
1993-94,255.2,0.0,290.1,286.7,209.2,64.0,0.0,36.2,,
1994-95,285.6,0.0,327.3,350.4,248.8,78.1,0.0,40.7,,
1995-96,274.6,0.0,333.3,352.0,250.0,77.4,0.0,43.6,,
1996-97,284.7,237.7,110.9,349.9,256.5,79.4,0.0,48.1,,
1997-98,305.7,249.2,117.1,375.2,282.4,79.1,0.0,51.5,,
1998-99,293.7,255.7,119.0,381.1,279.5,85.6,0.0,52.9,,
1999-00,323.2,269.2,135.5,431.4,325.5,92.1,0.0,64.7,,
2000-01,275.8,181.7,106.8,347.9,272.9,44.9,0.0,31.6,,
2001-02,296.0,228.0,110.3,234.2,244.1,55.4,0.0,31.7,,
2002-03,252.9,212.4,108.4,262.7,235.4,53.3,0.0,30.3,,
2003-04,239.4,210.4,107.4,262.0,214.1,60.3,0.0,35.2,,
2004-05,277.6,226.8,102.6,299.4,220.5,86.5,0.0,58.8,,
2005-06,306.9,252.2,124.6,314.3,229.8,118.2,0.0,79.0,,
2006-07,407.0,319.4,164.8,396.9,292.3,42.5,105.5,98.0,,
2007-08,375.3,329.6,161.5,370.9,258.5,36.4,88.3,89.1,,
2008-09,376.0,363.2,158.3,376.2,277.9,37.7,94.2,88.2,,
District/ Year,Larkana,K.S.Kot,Sanghar,Thar parkar,Mirpur khas,Umarkot,Dadu,Jamshoro,,
1981-82,48.0,0.0,153.0,138.0,0.0,0.0,69.2,0.0,,
1982-83,53.3,0.0,149.2,148.2,0.0,0.0,71.2,0.0,,
1983-84,53.3,0.0,149.2,148.2,0.0,0.0,71.2,0.0,,
1984-85,53.4,0.0,152.9,129.7,0.0,0.0,71.3,0.0,,
1985-86,53.3,0.0,153.0,129.9,0.0,0.0,71.6,0.0,,
1986-87,53.5,0.0,154.1,130.1,0.0,0.0,72.4,0.0,,
1987-88,53.5,0.0,154.2,126.3,0.0,0.0,65.4,0.0,,
1988-89,54.8,0.0,156.0,109.3,0.0,0.0,72.3,0.0,,
1989-90,55.4,0.0,157.0,110.4,0.0,0.0,72.5,0.0,,
1990-91,55.4,0.0,157.3,112.4,0.0,0.0,72.9,0.0,,
1991-92,55.9,0.0,158.3,112.9,0.0,0.0,73.0,0.0,,
1992-93,65.2,0.0,138.3,0.0,121.8,0.0,79.7,0.0,,
1993-94,64.3,0.0,139.2,0.0,121.6,0.0,80.3,0.0,,
1994-95,65.0,0.0,134.1,0.0,109.6,0.0,76.8,0.0,,
1995-96,70.8,0.0,139.6,0.0,108.2,0.0,73.4,0.0,,
1996-97,70.9,0.0,138.9,0.0,64.7,44.8,74.9,0.0,,
1997-98,71.9,0.0,143.6,0.0,67.6,45.9,77.4,0.0,,
1998-99,71.4,0.0,140.5,0.0,66.8,45.8,76.6,0.0,,
1999-00,72.9,0.0,143.1,0.0,66.4,45.7,77.9,0.0,,
2000-01,55.5,0.0,102.5,0.0,75.3,0.0,57.7,0.0,,
2001-02,72.2,0.0,100.3,0.0,62.5,0.0,60.7,0.0,,
2002-03,64.2,0.0,106.5,0.2,70.9,0.0,65.8,0.0,,
2003-04,62.4,0.0,107.5,0.3,84.2,0.0,60.2,0.0,,
2004-05,65.2,0.0,110.9,1.2,87.6,0.0,61.2,0.0,,
2005-06,65.9,0.0,116.3,1.7,90.7,0.0,67.0,0.0,,
2006-07,39.4,31.8,119.0,1.7,59.2,37.5,45.7,28.1,,
2007-08,37.6,31.8,120.2,1.4,61.5,39.7,48.8,28.9,,
2008-09,39.2,32.1,122.6,1.4,63.0,41.3,55.2,30.3,,
"(Production in ""000""Tonnes)",,,,,,,,,,
1981-82,67.1,0.0,345.8,286.2,0.0,0.0,130.1,0.0,,
1982-83,80.2,0.0,325.7,337.0,0.0,0.0,100.3,0.0,,
1983-84,74.6,0.0,336.6,306.9,0.0,0.0,95.9,0.0,,
1984-85,77.3,0.0,346.1,287.1,0.0,0.0,101.0,0.0,,
1985-86,82.0,0.0,368.2,297.1,0.0,0.0,106.8,0.0,,
1986-87,84.4,0.0,376.1,319.4,0.0,0.0,111.8,0.0,,
1987-88,83.0,0.0,394.7,343.2,0.0,0.0,96.6,0.0,,
1988-89,89.9,0.0,433.9,309.5,0.0,0.0,113.0,0.0,,
1989-90,86.8,0.0,299.5,276.9,0.0,0.0,107.2,0.0,,
1990-91,89.4,0.0,337.3,291.1,0.0,0.0,114.1,0.0,,
1991-92,91.7,0.0,361.0,287.4,0.0,0.0,115.8,0.0,,
1992-93,106.5,0.0,287.1,0.0,275.7,0.0,132.4,0.0,,
1993-94,94.1,0.0,278.0,0.0,232.0,0.0,120.7,0.0,,
1994-95,105.3,0.0,267.7,0.0,226.5,0.0,129.7,0.0,,
1995-96,104.9,0.0,273.1,0.0,228.8,0.0,126.4,0.0,,
1996-97,113.5,0.0,274.4,0.0,146.5,95.3,139.2,0.0,,
1997-98,120.1,0.0,349.2,0.0,147.6,102.6,150.7,0.0,,
1998-99,122.0,0.0,344.5,0.0,151.8,105.1,143.8,0.0,,
1999-00,140.6,0.0,400.4,0.0,165.9,115.7,167.1,0.0,,
2000-01,76.2,0.0,354.5,0.0,208.6,0.0,92.5,0.0,,
